"GID","URN","UID","Companies House Number","Role","Title","Forename 1","Forename 2","Surname","Date of appointment","Date term of office ends/ended","Appointing body","Original signatory member","Original chair of trustees"
"1869539","151361","","","Local Governor","Mrs","Kate","","Wilson","16/03/2026","31/08/2028","Parent appointed by GB/board due to no election candidates","",""
"1870020","151361","","","Local Governor","Mrs","Sarah","","West","16/03/2026","31/08/2028","Parent appointed by GB/board due to no election candidates","",""
"1798745","151362","","","Chair of Local Governing Body","Mrs","Julie","","Clarke","05/06/2019","04/06/2027","Appointed by GB/board","",""
"1798747","151362","","","Local Governor","","Christine","","Mullins","21/12/2018","12/09/2025","Appointed by GB/board","",""
"1798748","151362","","","Local Governor","Rev","Ben","","Wilkinson","26/10/2021","","Ex-officio foundation governor (appointed by foundation by virtue of the office they hold)","",""
"1798749","151362","","","Local Governor","Dr","Richard","","Shales","11/02/2019","10/02/2027","Appointed by GB/board","",""
"1798750","151362","","","Local Governor","","Julian","","Seeley","11/02/2018","06/03/2030","Appointed by GB/board","",""
"1798751","151362","","","Local Governor","","Joanne","","Brown","01/03/2022","","Ex-officio by virtue of office as headteacher/principal","",""
"1798752","151362","","","Local Governor","","Angela","","Smith","25/06/2019","24/06/2027","Appointed by GB/board","",""
"1798753","151362","","","Local Governor","","Michael","","Barber","25/01/2022","24/01/2030","Elected by parents","",""
"1798754","151362","","","Local Governor","","Shopna","","Begum","11/07/2022","03/02/2026","Elected by parents","",""
"1798755","151362","","","Local Governor","","Katy","","Nunwick","21/06/2023","20/06/2027","Elected by school staff","",""
"1840180","151362","","","Local Governor","","Susan","","Collison","05/01/2021","04/01/2030","Appointed by GB/board","",""
"1816785","151363","","","Local Governor","Mrs","Clare","","Barber","01/03/2025","28/02/2029","Appointed by foundation/Trust","",""
"1816787","151363","","","Local Governor","Mrs","Helen","","Hall","20/05/2025","19/05/2029","Appointed by foundation/Trust","",""
"1816802","151363","","","Chair of Local Governing Body","Mrs","Gemma","","Graheme-Betts","01/03/2025","28/02/2029","Appointed by foundation/Trust","",""
"1816803","151363","","","Local Governor","Mrs","kellyann","","Winston","15/09/2022","14/09/2026","Elected by parents","",""
"1816804","151363","","","Local Governor","Ms","Lizzie","","Lane","01/03/2024","29/02/2028","Elected by parents","",""
"1862790","151363","","","Local Governor","Ms","Lucy","","Mullhall","25/11/2025","24/11/2029","Elected by school staff","",""
"1862797","151363","","","Local Governor","Fr","Jude","","Lemeh","06/07/2023","","Ex-officio foundation governor (appointed by foundation by virtue of the office they hold)","",""
"1862811","151363","","","Local Governor","Mr","Ian","","Noone","01/03/2025","","Ex-officio by virtue of office as headteacher/principal","",""
"1862815","151363","","","Local Governor","Mr","Antony","","Van Weerdenburg","01/03/2025","28/02/2029","Appointed by foundation/Trust","",""
"1836241","151364","","","Chair of Local Governing Body","Mrs","Pauline","","Moore","01/03/2025","28/02/2029","Appointed by foundation/Trust","",""
"1836253","151364","","","Local Governor","Miss","Kirshta","","Fitzsimons","01/03/2025","11/12/2025","Appointed by foundation/Trust","",""
"1836256","151364","","","Local Governor","Mrs","Elaine","","Hamey","01/03/2025","01/03/2026","Appointed by foundation/Trust","",""
"1836270","151364","","","Local Governor","Mrs","Janet","","Jones","01/03/2025","15/01/2026","Appointed by foundation/Trust","",""
"1836273","151364","","","Local Governor","Mr","Ian","","Kennedy","01/03/2025","28/02/2029","Appointed by foundation/Trust","",""
"1836279","151364","","","Local Governor","Fr","Kieren","","Mullarkey","01/03/2025","28/02/2029","Appointed by foundation/Trust","",""
"1836283","151364","","","Local Governor","Mrs","Hannah","","Groves","01/03/2025","28/02/2029","Ex-officio by virtue of office as headteacher/principal","",""
"1836285","151364","","","Local Governor","Mrs","Petrina","","Cartner-Flynn","01/03/2025","28/02/2029","Elected by parents","",""
"1836300","151364","","","Local Governor","Mrs","Claire","","Shaughnessy","01/03/2025","28/02/2029","Elected by parents","",""
"1891063","151364","","","Local Governor","Mr","Stephen","","Durham","01/09/2026","31/08/2030","Elected by parents","",""
"1891064","151364","","","Local Governor","Mrs","Hannah","","Higson","01/09/2026","31/08/2030","Elected by school staff","",""
"1815066","151365","","","Local Governor","Ms","Lucinda","","Coy","06/10/2018","03/07/2026","Original (signatory) members","",""
"1815067","151365","","","Local Governor","Ms","Hayley","","Darrington","01/09/2012","30/06/2030","Elected by parents","",""
"1815068","151365","","","Local Governor","Mr","Antony","","Huggins","01/02/2025","31/01/2029","Original (signatory) members","",""
"1815069","151365","","","Local Governor","Mr","Ian","","Milner","21/09/2020","20/09/2028","Original (signatory) members","",""
"1815078","151365","","","Local Governor","Mrs","Pip (Purveeben)","","Parmar","02/04/2025","02/04/2029","Appointed by foundation/Trust","",""
"1816810","151365","","","Chair of Local Governing Body","Ms","Sarah","","O'Hagan","01/11/2016","20/09/2028","Original (signatory) members","",""
"1821769","151365","","","Local Governor","Ms","Joanna","","Nelson","01/02/2025","15/11/2028","Appointed by trustees","",""
"1821771","151365","","","Local Governor","Ms","Claire","","Oakley","01/02/2025","31/01/2029","Appointed by trustees","",""
"1821772","151365","","","Local Governor","Mrs","Laura","","Brearley","01/02/2025","29/11/2028","Appointed by trustees","",""
"1796607","151366","","","Chair of Local Governing Body","Mr","William","","Harding","19/09/2023","18/09/2027","Appointed by GB/board","",""
"1796610","151366","","","Local Governor","Ms","Susan","","Browne","16/02/2023","15/03/2027","Appointed by GB/board","",""
"1796611","151366","","","Local Governor","Ms","Kelly","","Clarke","15/09/2023","13/10/2025","Elected by school staff","",""
"1796613","151366","","","Local Governor","Ms","Katie","","Shadbolt","16/02/2023","11/11/2025","Elected by parents","",""
"1796615","151366","","","Local Governor","Mr","Ian","","Thomas","22/09/2021","21/09/2025","Appointed by GB/board","",""
"1853122","151366","","","Local Governor","","Ian","","Thomas","22/09/2025","21/09/2029","Appointed by foundation/Trust","",""
"1853124","151366","","","Local Governor","","Becci","","Wise","10/10/2025","09/10/2029","Appointed by foundation/Trust","",""
"1853490","151366","","","Local Governor","Mrs","Anna","","Morris","01/01/2018","","Ex-officio by virtue of office as headteacher/principal","",""
"1869488","151366","","","Local Governor","Mrs","Nina","Bridget","Egbuta","01/01/2026","31/12/2030","Parent appointed by GB/board due to no election candidates","",""
"1782073","151367","","","Chair of Local Governing Body","","Paul","","Rushton","01/12/2024","31/08/2026","Appointed by GB/board","",""
"1782076","151367","","","Local Governor","","Gabriella","","Morales","01/12/2024","24/01/2027","Elected by parents","",""
"1782077","151367","","","Local Governor","","Kirsty","","Vockins","01/12/2024","24/01/2027","Elected by parents","",""
"1782082","151367","","","Local Governor","","Nadia","","Amin","01/12/2024","31/08/2027","Appointed by GB/board","",""
"1782085","151367","","","Local Governor","","Harry","","Cunningham","01/12/2024","31/08/2026","Appointed by GB/board","",""
"1782090","151367","","","Local Governor","","Michael","","Pearse","01/12/2024","","Ex-officio by virtue of office as headteacher/principal","",""
"1814987","151367","","","Local Governor","","Gillian","","Jones","02/06/2025","01/06/2026","Appointed by GB/board","",""
"1821584","151367","","","Local Governor","Mrs","Samantha","","Kenney","09/07/2025","08/07/2029","Elected by school staff","",""
"1839335","151367","","","Local Governor","Dr","Alice","","Gallienne","16/10/2025","15/10/2026","Appointed by GB/board","",""
"1863051","151367","","","Local Governance Professional - Individual Academy or Free School","","Melanie","","Mitchell","01/01/2026","","N/A","",""
"1888988","151367","","","Chair of Local Governing Body","Dr","Emma","","Wright","01/09/2026","31/08/2027","Appointed by GB/board","",""
"1857152","151368","","","Chair of Local Governing Body","Councillor","David","","Hopkins","30/08/2022","29/08/2026","Appointed by GB/board","",""
"1857154","151368","","","Local Governor","Mr","Stephen","","Bowen","11/11/2024","10/11/2028","Appointed by GB/board","",""
"1857156","151368","","","Local Governor","","Hena","","Naranbhai","27/11/2024","26/11/2028","Appointed by GB/board","",""
"1857159","151368","","","Local Governor","","Jeanette","","Norman","11/11/2024","10/11/2028","Appointed by GB/board","",""
"1857162","151368","","","Local Governor","","Patricia","","Rosewell","11/03/2023","10/03/2027","Appointed by foundation/Trust","",""
"1857164","151368","","","Local Governor","","Clair","","Smith","13/11/2024","12/11/2028","Appointed by foundation/Trust","",""
"1857165","151368","","","Local Governor","","Andy","","Terrey","22/09/2025","21/09/2029","Appointed by foundation/Trust","",""
"1783957","151369","","","Chair of Local Governing Body","Mrs","Janet","","Lucas","02/12/2024","01/12/2028","Appointed by foundation/Trust","",""
"1783960","151369","","","Local Governor","Mrs","Suzie","","Prince","02/12/2024","","Ex-officio by virtue of office as headteacher/principal","",""
"1783963","151369","","","Local Governor","Mr","Simon","","Armstrong","02/12/2024","01/12/2028","Elected by school staff","",""
"1783965","151369","","","Local Governor","Mrs","Nichola","","Butchart","02/12/2024","01/12/2028","Elected by parents","",""
"1783968","151369","","","Local Governor","Mrs","Sarah","","McAskill","02/12/2024","01/12/2028","Elected by parents","",""
"1783970","151369","","","Local Governor","Miss","Dawn","","Minshull","02/12/2024","01/12/2028","Elected by parents","",""
"1784170","151369","","","Local Governor","Mrs","Lyndsey","","Rhodes","02/12/2024","01/12/2028","Appointed by foundation/Trust","",""
"1784174","151369","","","Local Governor","Mrs","Laura","","Cardwell","02/12/2024","01/12/2028","Appointed by foundation/Trust","",""
"1784177","151369","","","Local Governor","Mrs","Loraine","","Sullivan","02/12/2024","01/12/2028","Appointed by foundation/Trust","",""
"1784180","151369","","","Local Governor","Mrs","Jackie","","Walsh","02/12/2024","01/12/2028","Appointed by foundation/Trust","",""
"1864063","151370","","","Chair of Local Governing Body","Mr","Nathan","","Barry","01/09/2025","31/08/2027","Appointed by GB/board","",""
"1783383","151371","","","Chair of Local Governing Body","Ms","Ifrah","","Siddiqui","01/12/2024","28/11/2025","Elected by parents","",""
"1783388","151371","","","Local Governor","Ms","Kim","","Dallas","01/12/2024","06/09/2026","Appointed by GB/board","",""
"1783389","151371","","","Local Governor","Ms","Regina","","Roche","01/12/2024","13/02/2028","Appointed by GB/board","",""
"1783392","151371","","","Local Governor","Ms","Rachel","","White","21/07/2025","20/07/2029","Elected by school staff","",""
"1789631","151371","","","Local Governor","Mr","Lee","","Salmon","17/01/2025","16/01/2029","Elected by school staff","",""
"1803232","151371","","","Local Governor","Mr","David","","Giles","26/02/2025","25/02/2029","Appointed by GB/board","",""
"1837362","151371","","","Local Governor","Mrs","Melanie","","Nickson","08/10/2025","07/10/2029","Appointed by GB/board","",""
"1849819","151371","","","Chair of Local Governing Body","Mr","Carl","","Ruocco","26/11/2025","25/11/2029","Appointed by GB/board","",""
"1849829","151371","","","Local Governor","Mrs","Ifrah","","Siddiqui","29/11/2025","28/11/2029","Appointed by GB/board","",""
"1849830","151371","","","Local Governor","Dr","Jasmeet","","Kaur","26/11/2015","23/02/2026","Appointed by GB/board","",""
"1866573","151371","","","Local Governor","Mrs","Sara","","Nagalasamy","27/02/2026","26/02/2030","Elected by parents","",""
"1783396","151372","","","Chair of Local Governing Body","Ms","Ifrah","","Siddiqui","01/12/2024","28/11/2025","Elected by parents","",""
"1783404","151372","","","Local Governor","Ms","Kim","","Dallas","01/12/2024","06/09/2026","Appointed by GB/board","",""
"1783405","151372","","","Local Governor","Ms","Regina","","Roche","01/12/2024","13/02/2028","Appointed by GB/board","",""
"1783407","151372","","","Local Governor","Ms","Rachel","","White","21/07/2025","20/07/2029","Elected by school staff","",""
"1789608","151372","","","Local Governor","Mr","Lee","","Salmon","17/01/2025","16/01/2029","Elected by school staff","",""
"1803238","151372","","","Local Governor","Mr","David","","Giles","26/02/2025","25/02/2029","Appointed by GB/board","",""
"1837384","151372","","","Local Governor","Mrs","Melanie","","Nickson","08/10/2025","07/10/2029","Appointed by GB/board","",""
"1849832","151372","","","Chair of Local Governing Body","Mr","Carl","","Ruocco","26/11/2025","25/11/2029","Appointed by GB/board","",""
"1849833","151372","","","Local Governor","Dr","Jasmeet","","Kaur","26/11/2025","23/02/2026","Appointed by GB/board","",""
"1849835","151372","","","Local Governor","Mrs","Ifrah","","Siddiqui","29/11/2025","28/11/2029","Appointed by GB/board","",""
"1866574","151372","","","Local Governor","Mrs","Sara","","Nagalasamy","27/02/2026","26/02/2030","Elected by parents","",""
"1796479","151373","","","Chair of Local Governing Body","Mr","Keith","","Dixon","08/12/2025","07/12/2029","Appointed by GB/board","",""
"1796481","151373","","","Local Governor","Mr","Damon","","Wilson","07/12/2021","06/12/2025","Elected by parents","",""
"1796482","151373","","","Local Governor","Dr","David","","Harrison","23/10/2024","22/10/2028","Appointed by GB/board","",""
"1796483","151373","","","Local Governor","Mrs","Joanne","","Luhman","01/01/2018","","Ex-officio by virtue of office as headteacher/principal","",""
